-80,-3.72E-05,-120,1
-70,0.000667645,-110,0.977572198
-60,0.050004781,-100,0.909481726
-50,0.817481051,-90,0.772906553
-40,1,-80,0.577176005
,,-70,0.32378955
,,-60,0.112933481
,,-50,0.008118366
,,-40,0.001035291
